"Bill_id","Bill_description","Patron_id","Patron_name","Last_house_committee_id","Last_house_action","Last_house_action_date","Last_senate_committee_id","Last_senate_action","Last_senate_action_date","Last_conference_action","Last_conference_action_date","Last_governor_action","Last_governor_action_date","Emergency","Passed_house","Passed_senate","Passed","Failed","Carried_over","Approved","Vetoed","Full_text_doc1","Full_text_date1","Full_text_doc2","Full_text_date2","Full_text_doc3","Full_text_date3","Full_text_doc4","Full_text_date4","Full_text_doc5","Full_text_date5","Full_text_doc6","Full_text_date6","Last_house_actid","Last_senate_actid","Last_conference_actid","Last_governor_actid","Chapter_id","Introduction_date","Last_actid"
"HB90","Virginia National Guard; possession of handguns by members at certain facilities.","H265","Taylor","H15","Enrolled Bill communicated to Governor on 3/7/2016","03/07/16","S03","Signed by President","03/06/16","","","Governor's Action Deadline Midnight, Sunday, April 10, 2016","03/07/16","N","Y","Y","Y","N","N","N","N","HB90","12/11/15","HB90H1","01/29/16","HB90EH1","02/03/16","HB90ER","03/03/16","","","","","H7010","S5620","","G7010","","12/11/15","G7010"
"HB91","Telephone systems within correctional facilities; commission payments.","H219","Hope","H02","Left in Appropriations","02/18/16","","","","","","","","N","N","N","N","Y","N","N","N","HB91","12/11/15","","","","","","","","","","","H0294","","","","","12/11/15","H0294"
"HB92","Local taxes; interest on refunds.","H142","Cole","H10","Left in Finance","02/17/16","","","","","","","","N","N","N","N","Y","N","N","N","HB92","12/11/15","","","","","","","","","","","H1094","","","","","12/11/15","H1094"
"HB93","School calendar; local school boards responsible for setting and determining opening day of school.","H222","Kory","H09","Left in Education","02/16/16","","","","","","","","N","N","N","N","Y","N","N","N","HB93","12/12/15","","","","","","","","","","","H0994","","","","","12/12/15","H0994"
"HB94","Abortion; informed written consent.","H222","Kory","H08","Stricken from docket by Courts of Justice","02/10/16","","","","","","","","N","N","N","N","Y","N","N","N","HB94","12/12/15","","","","","","","","","","","H0893","","","","","12/12/15","H0893"
"HB95","Income tax, corporate; addback for Captive REIT dividends.","H124","Ware","H10","Enrolled Bill communicated to Governor on 3/4/16","03/04/16","S05","Signed by President","03/03/16","","","Acts of Assembly Chapter text (CHAP0342)","03/11/16","N","Y","Y","Y","N","N","Y","N","HB95","12/13/15","HB95ER","02/29/16","CHAP0342","03/11/16","","","","","","","H7010","S5620","","G9998","CHAP0342","12/13/15","G9998"
"HB96","Problem-Solving Court Act; established, report.","H148","Lingamfelter","H08","Continued to 2017 in Courts of Justice","02/10/16","","","","","","","","N","N","N","N","N","Y","N","N","HB96","12/14/15","","","","","","","","","","","H0840","","","","","12/14/15","H0840"
"HB97","Interstate 95; VDOT, et al., to evaluate traffic congestion in Stafford and Spotsylvania Counties.","H142","Cole","H19","Enrolled Bill communicated to Governor on 3/7/2016","03/07/16","S11","Signed by President","03/06/16","","","Governor's Action Deadline Midnight, Sunday, April 10, 2016","03/07/16","N","Y","Y","Y","N","N","N","N","HB97","12/14/15","HB97H1","02/09/16","HB97S1","02/24/16","HB97ER","03/03/16","","","","","H7010","S5620","","G7010","","12/14/15","G7010"
"HB98","License plates, special; issuance to family members of persons who have died in military service.","H142","Cole","H19","Enrolled Bill communicated to Governor on 3/11/16","03/11/16","S11","Signed by President","03/10/16","","","Governor's Action Deadline Midnight, Sunday, April 10, 2016","03/11/16","N","Y","Y","Y","N","N","N","N","HB98","12/14/15","HB98H1","02/11/16","HB98S1","02/24/16","HB98ER","03/09/16","","","","","H7010","S5620","","G7010","","12/14/15","G7010"
"HB99","High-occupancy vehicle (HOV) lanes; certain vehicles use of HOT lanes on Interstate 395, exceptions.","H142","Cole","H19","Left in Transportation","02/16/16","","","","","","","","N","N","N","N","Y","N","N","N","HB99","12/14/15","","","","","","","","","","","H1994","","","","","12/14/15","H1994"
"HB100","Elections; absentee voting by persons age 65 or older.","H150","Marshall, D.W.","H18","Left in Privileges and Elections","02/16/16","","","","","","","","N","N","N","N","Y","N","N","N","HB100","12/14/15","","","","","","","","","","","H1894","","","","","12/14/15","H1894"
"HB101","Elections; early voting by persons age 65 or older.","H150","Marshall, D.W.","H18","Left in Privileges and Elections","02/16/16","","","","","","","","N","N","N","N","Y","N","N","N","HB101","12/14/15","","","","","","","","","","","H1894","","","","","12/14/15","H1894"
"HB102","Felony homicide; certain drug offenses, penalty.","H148","Lingamfelter","H08","VOTE: PASSAGE (94-Y 5-N)","02/16/16","S05","Continued to 2017 in Finance (15-Y 0-N)","03/02/16","","","","","N","Y","N","N","N","Y","N","N","HB102","12/14/15","HB102S1","02/24/16","","","","","","","","","H9999","S0540","","","","12/14/15","S0540"
"HB103","Consumer finance loans; caps maximum rate of interest.","H266","Rasoul","H14","Left in Commerce and Labor","02/16/16","","","","","","","","N","N","N","N","Y","N","N","N","HB103","12/14/15","","","","","","","","","","","H1494","","","","","12/14/15","H1494"
"HB104","Voting equipment; locking and sealing of voting and counting machines after election.","H134","O'Bannon","H18","Enacted, Chapter 218 (effective 7/1/16)","03/01/16","S08","Signed by President as reenrolled","03/01/16","","","Acts of Assembly Chapter text (CHAP0218)","03/02/16","N","Y","Y","Y","N","N","Y","N","HB104","12/15/15","HB104ER","02/16/16","HB104ER2","03/01/16","CHAP0218","03/02/16","","","","","H7070","S5625","","G9998","CHAP0218","12/15/15","G9998"
"HB105","Contests of election for certain elections; service of process.","H134","O'Bannon","H18","Enrolled Bill communicated to Governor on 2/17/16","02/17/16","S08","Signed by President","02/16/16","","","Acts of Assembly Chapter text (CHAP0014)","02/24/16","N","Y","Y","Y","N","N","Y","N","HB105","12/15/15","HB105ER","02/16/16","CHAP0014","02/24/16","","","","","","","H7010","S5620","","G9998","CHAP0014","12/15/15","G9998"
"HB106","Charter; Town of Herndon.","H276","Boysko","H07","Enrolled Bill communicated to Governor on 3/7/2016","03/07/16","S07","Signed by President","03/04/16","","","Acts of Assembly Chapter text (CHAP0314)","03/07/16","N","Y","Y","Y","N","N","Y","N","HB106","12/15/15","HB106ER","03/01/16","CHAP0314","03/07/16","","","","","","","H7010","S5620","","G9998","CHAP0314","12/15/15","G9998"
"HB107","Restoration of civil right to vote; eligibility for persons convicted of nonviolent felonies.","H232","Habeeb","H18","Left in Privileges and Elections","02/16/16","","","","","","","","N","N","N","N","Y","N","N","N","HB107","12/15/15","","","","","","","","","","","H1894","","","","","12/15/15","H1894"
"HB108","Industrial development authorities; clarifies term industrial park.","H236","Farrell","H07","Stricken from docket by Counties, Cities and Towns","01/15/16","","","","","","","","N","N","N","N","Y","N","N","N","HB108","12/15/15","","","","","","","","","","","H0793","","","","","12/15/15","H0793"
"HB109","Secondary state highway system; maintenance or improvement of components within county.","H148","Lingamfelter","H19","Left in Transportation","02/16/16","","","","","","","","N","N","N","N","Y","N","N","N","HB109","12/15/15","","","","","","","","","","","H1994","","","","","12/15/15","H1994"
"HB110","Income tax, state; deductions for H-1B visa employees.","H142","Cole","H10","Left in Finance","02/17/16","","","","","","","","N","N","N","N","Y","N","N","N","HB110","12/15/15","","","","","","","","","","","H1094","","","","","12/15/15","H1094"
"HB111","Virginia National Guard; extends reemployment & nondiscrimination rights.","H148","Lingamfelter","H15","Enrolled Bill communicated to Governor on 3/4/16","03/04/16","S12","Signed by President","03/03/16","","","Acts of Assembly Chapter text (CHAP0327)","03/11/16","N","Y","Y","Y","N","N","Y","N","HB111","12/15/15","HB111H1","02/05/16","HB111ER","02/29/16","CHAP0327","03/11/16","","","","","H7010","S5620","","G9998","CHAP0327","12/15/15","G9998"
"HB112","Police and court records; expungement of certain offenses.","H148","Lingamfelter","H08","Left in Courts of Justice","02/16/16","","","","","","","","N","N","N","N","Y","N","N","N","HB112","12/15/15","","","","","","","","","","","H0894","","","","","12/15/15","H0894"
"HB113","Retention of case records; electronic format.","H268","Lindsey","H08","Left in Courts of Justice","02/16/16","","","","","","","","N","N","N","N","Y","N","N","N","HB113","12/15/15","","","","","","","","","","","H0894","","","","","12/15/15","H0894"
"HB114","Agritourism; notice posted on signs to read 'ATTENTION' rather than 'WARNING' at locations.","H206","Knight","H01","Enrolled Bill communicated to Governor on 02/25/16","02/25/16","S01","Signed by President","02/25/16","","","Acts of Assembly Chapter text (CHAP0166)","03/01/16","N","Y","Y","Y","N","N","Y","N","HB114","12/16/15","HB114E","01/25/16","HB114ER","02/24/16","CHAP0166","03/01/16","","","","","H7010","S5620","","G9998","CHAP0166","12/16/15","G9998"
"HB115","Agriculture commodity funds; removes authority of General Assembly to disburse unexpended balances.","H206","Knight","H01","Enrolled Bill communicated to Governor on 02/25/16","02/25/16","S01","Signed by President","02/25/16","","","Acts of Assembly Chapter text (CHAP0167)","03/01/16","N","Y","Y","Y","N","N","Y","N","HB115","12/16/15","HB115ER","02/24/16","CHAP0167","03/01/16","","","","","","","H7010","S5620","","G9998","CHAP0167","12/16/15","G9998"
"HB116","Jury commissioners; reappointment.","H206","Knight","H08","Enrolled Bill communicated to Governor on 2/25/16","02/25/16","S03","Signed by President","02/25/16","","","Acts of Assembly Chapter text (CHAP0177)","03/01/16","N","Y","Y","Y","N","N","Y","N","HB116","12/16/15","HB116E","02/01/16","HB116ER","02/24/16","CHAP0177","03/01/16","","","","","H7010","S5620","","G9998","CHAP0177","12/16/15","G9998"
"HB117","Boats or other watercraft; excess width permits for transporting vehicles.","H206","Knight","H19","Enrolled Bill communicated to Governor on 2/25/16","02/25/16","S11","Signed by President","02/25/16","","","Acts of Assembly Chapter text (CHAP0115)","03/01/16","N","Y","Y","Y","N","N","Y","N","HB117","12/16/15","HB117H1","02/04/16","HB117ER","02/24/16","CHAP0115","03/01/16","","","","","H7010","S5620","","G9998","CHAP0115","12/16/15","G9998"
"HB118","Urban county executive form of government; animal protection police officer.","H2","Albo","H01","Enrolled Bill communicated to Governor on 3/7/16","03/07/16","S01","Signed by President","03/05/16","","","Approved by Governor-Chapter 498 (effective 7/1/16)","03/25/16","N","Y","Y","Y","N","N","Y","N","HB118","12/16/15","HB118H1","02/10/16","HB118ER","03/02/16","","","","","","","H7010","S5620","","G7050","","12/16/15","G7050"
"HB119","Virginia National Guard; possession of handguns by members.","H247","Webert","H15","Incorporated by Militia, Police and Public Safety (HB90-Taylor)","01/29/16","","","","","","","","N","N","N","N","Y","N","N","N","HB119","12/16/15","","","","","","","","","","","H1599","","","","","12/16/15","H1599"
"HB120","Data centers, certain; income tax apportionment and sales and use tax exemption.","H57","Marshall, R.G.","H10","Left in Finance","02/17/16","","","","","","","","N","N","N","N","Y","N","N","N","HB120","12/16/15","","","","","","","","","","","H1094","","","","","12/16/15","H1094"
"HB121","Data centers, certain; income tax apportionment and sales and use tax exemption.","H57","Marshall, R.G.","H10","Left in Finance","02/17/16","","","","","","","","N","N","N","N","Y","N","N","N","HB121","12/16/15","","","","","","","","","","","H1094","","","","","12/16/15","H1094"
"HB122","Preservation of History of Formerly Enslaved African Americans in Va., Commission on; established.","H207","McQuinn","H02","Left in Appropriations","02/18/16","","","","","","","","N","N","N","N","Y","N","N","N","HB122","12/16/15","","","","","","","","","","","H0294","","","","","12/16/15","H0294"
"HB123","Real estate loans; disclosure of terms of mortgage application.","H150","Marshall, D.W.","H14","Enrolled Bill communicated to Governor on 3/4/16","03/04/16","S02","Signed by President","03/03/16","","","Acts of Assembly Chapter text (CHAP0328)","03/11/16","N","Y","Y","Y","N","N","Y","N","HB123","12/16/15","HB123ER","02/29/16","CHAP0328","03/11/16","","","","","","","H7010","S5620","","G9998","CHAP0328","12/16/15","G9998"
"HB124","Mortgage lenders and mortgage brokers; licenses, reports.","H150","Marshall, D.W.","H14","Enrolled Bill communicated to Governor on 3/4/16","03/04/16","S02","Signed by President","03/03/16","","","Acts of Assembly Chapter text (CHAP0329)","03/11/16","N","Y","Y","Y","N","N","Y","N","HB124","12/16/15","HB124ER","02/29/16","CHAP0329","03/11/16","","","","","","","H7010","S5620","","G9998","CHAP0329","12/16/15","G9998"
"HB125","Mortgage loan originators; inactive licenses.","H150","Marshall, D.W.","H14","Enrolled Bill communicated to Governor on 3/4/16","03/04/16","S02","Signed by President","03/03/16","","","Acts of Assembly Chapter text (CHAP0330)","03/11/16","N","Y","Y","Y","N","N","Y","N","HB125","12/16/15","HB125ER","02/29/16","CHAP0330","03/11/16","","","","","","","H7010","S5620","","G9998","CHAP0330","12/16/15","G9998"
"HB126","Speed limits; establishes minimum speed of 45 miles per hour on interstate highways, etc.","H150","Marshall, D.W.","H19","Stricken from docket by Transportation","01/26/16","","","","","","","","N","N","N","N","Y","N","N","N","HB126","12/16/15","","","","","","","","","","","H1993","","","","","12/16/15","H1993"
"HB127","Real property tax; exemption on residence of spouse of military service member killed in action.","H206","Knight","H10","Enrolled Bill communicated to Governor on 3/16/16","03/16/16","S05","Signed by President","03/14/16","Amended by conference committee","03/08/16","Approved by Governor-Chapter 539 (effective 7/1/16)","03/29/16","N","Y","Y","Y","N","N","Y","N","HB127","12/17/15","HB127H1","02/08/16","HB127S1","02/23/16","HB127ER","03/11/16","","","","","H7010","S5620","C6038","G7050","","12/17/15","G7050"
"HB128","Weapons; possession prohibited in state legislative buildings, penalty.","H219","Hope","H15","Left in Militia, Police and Public Safety","02/16/16","","","","","","","","N","N","N","N","Y","N","N","N","HB128","12/17/15","","","","","","","","","","","H1594","","","","","12/17/15","H1594"
